claim_number,contract_id,adjuster,site_name,department,brings_to_closure,consultant,contract_start,contract_end,contract_category,bid_approval_date,bid_type,contract_type,base_price,amendments_total,paid_to_date,notes,contract_year,total_contract_value,is_bid_to_result,is_scope_of_work,auction_type,brings_to_closure_flag
20080171,20080171001,"Melvin, CPCU,Linda M.",Belany's Mini Mart,Ben Avon Mini Mart,No,"Core Environmental Services, Inc.,",2012-08-29,2016-02-05,Competitively Bid,2010-07-09,Defined Scope of Work,Fixed Price,34162.18,27299.14,53766.17,"Prorated at 50%, Optional Milestone based on unit prices  amendment #1 brings contract total to $36,545.22",2012,61461.32,FALSE,TRUE,Scope of Work,FALSE
20090001,20090001002,"Condran,Patricia",Bristol Amoco,Bristol Amoco,No,"Converse Consultants,",2014-04-06,2014-12-30,Competitively Bid,2013-01-03,Defined Scope of Work,Fixed Price,20910,0,20910,natural attenuation disapproved - site to be bid  1/3/13,2014,20910,FALSE,TRUE,Scope of Work,FALSE
20090002,20090002001,"Mackewicz,Bonnie",BP Stateline Exit 3 Travel Ctr,Stateline Exit 3 Travel Ctr,No,"Letterle & Associates Inc,",2012-11-12,2015-10-19,Competitively Bid,2010-11-19,Defined Scope of Work,Fixed Price,42380.53,50028.4,85529.05,NA,2012,92408.93,FALSE,TRUE,Scope of Work,FALSE
20090002,20090002002,"Mackewicz,Bonnie",BP Stateline Exit 3 Travel Ctr,Stateline Exit 3 Travel Ctr,Yes,"Letterle & Associates Inc,",2015-10-29,2019-08-20,Sole Source,NA,NA,Fixed Price,1088043.23,152347.86,1056796.52,"Contract terminated by Consultant for ""repeated failure of the client to review and approve Payment Request within thirty days""

8/20/2019 12:08:31 PM (dbollana)",2015,1240391.0899999999,FALSE,FALSE,Other/Unknown,TRUE
20090013,20090013001,"Smith,Bethany",Clarion Gulf,Clarion Gulf,Yes,"Core Environmental Services, Inc.,",2023-11-01,NA,Competitively Bid,2022-03-10,Defined Scope of Work,Fixed Price,136046,0,76181,NA,2023,136046,FALSE,TRUE,Scope of Work,TRUE
20090017,20090017001,"Smith,Bethany",Skelton's Garage,MOSCOW DELI & FOOD MART,No,"Alternative Environmental Solutions Inc,",2011-01-31,2011-08-19,Competitively Bid,2009-02-10,Defined Scope of Work,Fixed Price,43509.22,0,43509.2,Supply well replacement being paid as T&&M.,2011,43509.22,FALSE,TRUE,Scope of Work,FALSE
20090028,20090028001,"Smith,Bethany",Craigs Sunoco,CRAIGS SUNOCO,No,"Alternative Environmental Solutions Inc,",2011-02-11,2012-04-30,Competitively Bid,2010-08-31,Defined Scope of Work,Fixed Price,36428.07,-3030.45,33397.62,"Amendment #1 dated 8/22/11 supercedes original contract with new Milestones B, C and D.  Entered new amounts in contract payments rather than as an amendment.",2011,33397.62,FALSE,TRUE,Scope of Work,FALSE
20090044,20090044001,"Aubel,Tracy",Chrome Palace,Chrome Palace,No,"Liberty Environmental, Inc.,",2010-11-09,2013-07-15,Competitively Bid,2009-11-18,Defined Scope of Work,Fixed Price,62402.25,39218.86,86305.69,Claim is prorated at 65%,2010,101621.11,FALSE,TRUE,Scope of Work,FALSE
20090044,20090044002,"Aubel,Tracy",Chrome Palace,Chrome Palace,Yes,"Liberty Environmental, Inc.,",2013-07-15,2019-05-14,Sole Source,NA,NA,Fixed Price,27577,75733.69,102600.89,Final invoice processed  5/13/2019 04:05:05 PM (dbollana),2013,103310.69,FALSE,FALSE,Other/Unknown,TRUE
20090050,20090050001,"Marion,Shane",Former Uni Mart 44246,PA Prop Netwoks LLC Sunoco Sta,No,"Environmental Alliance,",2011-11-17,2015-06-01,Competitively Bid,2010-04-07,Defined Scope of Work,Fixed Price,44704.52,84773.91,120852.97,"Amendment brings contract total to $92,593.13 plus T&&M access; Amendment #2 brings contract total to $121,343.13 plus T&&M and any necessary optional milestones",2011,129478.43,FALSE,TRUE,Scope of Work,FALSE
20090050,20090050002,"Marion,Shane",Former Uni Mart 44246,PA Prop Netwoks LLC Sunoco Sta,Yes,"Environmental Alliance,",2015-07-21,2023-08-10,Sole Source,NA,NA,Fixed Price,365313.13,194916.02,543652.38,Final Milestone invoice processed.  Consultant confirmed Milestone M2 will not be implemented.  8/10/2023 09:04:59 AM (dbollana),2015,560229.15,FALSE,FALSE,Other/Unknown,TRUE
20090051,20090051001,"Hawk,Gerald",Kwik Fill M 11,KWIK FILL M 11,No,"Groundwater & Environmental Services, Inc.,",2012-03-21,2012-07-10,Competitively Bid,2011-02-23,Defined Scope of Work,Fixed Price,6011.85,0,5261.8,NA,2012,6011.85,FALSE,TRUE,Scope of Work,FALSE
20090053,20090053001,"Mackewicz,Bonnie",Sheas Grocery,SHEAS GROCERY,Yes,"Flynn Environmental, Inc.,",2014-03-18,2017-08-11,Sole Source,NA,NA,Fixed Price,71748.6,0,71748.6,Final milestone authorized for payment  8/11/2017 09:12:05 AM (dcassel),2014,71748.6,FALSE,FALSE,Other/Unknown,TRUE
20090054,20090054001,"Marion,Shane",Country Fair 99,COUNTRY FAIR 99,No,"Kleinfelder Eastern Merger Corporation,",2010-09-15,2013-01-18,Sole Source,NA,NA,Fixed Price,216186,0,216186,NA,2010,216186,FALSE,FALSE,Other/Unknown,FALSE
20090054,20090054002,"Marion,Shane",Country Fair 99,COUNTRY FAIR 99,Yes,"Kleinfelder Eastern Merger Corporation,",2013-06-17,2015-04-21,Sole Source,NA,NA,Fixed Price,53958,0,53958,NA,2013,53958,FALSE,FALSE,Other/Unknown,TRUE
20090070,20090070001,"Aubel,Tracy",Zozos Citgo,ZOZOS CITGO,No,"Core Environmental Services, Inc.,",2011-10-14,2012-05-31,Competitively Bid,2011-02-25,Defined Scope of Work,Fixed Price,29975.14,9698,31483.14,Claim is prorated at 90%.,2011,39673.14,FALSE,TRUE,Scope of Work,FALSE
20090070,20090070002,"Aubel,Tracy",Zozos Citgo,ZOZOS CITGO,Yes,"Core Environmental Services, Inc.,",2012-05-31,2016-09-12,Sole Source,NA,NA,Fixed Price,182559.87,600,183159.87,NA,2012,183159.87,FALSE,FALSE,Other/Unknown,TRUE
20090076,20090076001,"Moore,Ronald",Tobash Svc Station,TOBASH SVC STA,Yes,"MEA, Inc.,",2011-03-21,2014-01-06,Sole Source,NA,NA,Fixed Price,135027.76,0,130027.76,Milestone I not necessary.,2011,135027.76,FALSE,FALSE,Other/Unknown,TRUE
20090083,20090083001,"Crabb,Linda",G G & C Bus Co,G G & C BUS CO,Yes,"Letterle & Associates Inc,",2011-04-14,2013-04-24,Sole Source,NA,NA,Fixed Price,216177.4,0,39559.58,Milestone A1E - billed short $0.20,2011,216177.4,FALSE,FALSE,Other/Unknown,TRUE
20090092,20090092001,"Hawk,Gerald",H J Gongaware Sons,HJ GONGAWARE SONS,Yes,"Letterle & Associates Inc,",2010-10-29,2011-07-22,Sole Source,NA,NA,Fixed Price,42105.2,0,3825,NA,2010,42105.2,FALSE,FALSE,Other/Unknown,TRUE
20090095,20090095001,"Mackewicz,Bonnie",Schuylers,Schuylers,No,"Environmental Remediation & Recovery, Inc.,",2011-06-24,2012-03-08,Sole Source,NA,NA,Fixed Price,94578.52,0,90498.52,NA,2011,94578.52,FALSE,FALSE,Other/Unknown,FALSE
20090095,20090095002,"Mackewicz,Bonnie",Schuylers,Schuylers,No,"Letterle & Associates Inc,",2015-03-20,2021-12-15,Competitively Bid,2014-05-16,Bid to Result,Fixed Price,409198.43,69644.7,442499.55,Final milestone recommended for payment  12/15/2021 04:06:55 PM (dbollana),2015,478843.13,TRUE,FALSE,Bid-to-Result,FALSE
20090096,20090096001,"Condran,Patricia",Cedar Crest Exxon,CEDAR CREST EXXON,No,"Monridge Environmental, LLC DBA JK Environmental Services, LLC,",2014-05-06,2016-05-05,Competitively Bid,2013-06-14,Defined Scope of Work,Fixed Price,41235,29037,64069,NA,2014,70272,FALSE,TRUE,Scope of Work,FALSE
20090111,20090111002,"Smith,Bethany",Charles Passarie,Charles Passeri,Yes,"Rettew Associates, Inc.,",2019-02-14,NA,Sole Source,NA,NA,Fixed Price,696780.57,75986.43,711081.57,"Per 1/25/17 status report, ""upon finalization of selected remedial option, a RA will be prepared..."" 
5/15/2017 12:13:38 PM (dcassel)",2019,772767,FALSE,FALSE,Other/Unknown,TRUE
20090113,20090113001,"Aubel,Tracy",Embodys Sunoco,Embodys Sunoco,No,"Coventry Environmental Associates,",2011-07-15,2016-06-16,Competitively Bid,2010-08-11,Defined Scope of Work,Fixed Price,33605,41885.48,75295.48,"Amendment #1 TFP of contract $75,494.48",2011,75490.48000000001,FALSE,TRUE,Scope of Work,FALSE
20090124,20090124001,"Melvin, CPCU,Linda M.",Riley Corners Gas,RILEY CORNERS GAS,Yes,"Resource Environmental Management Inc.,",2011-07-18,2012-03-27,Sole Source,NA,NA,Fixed Price,13964.17,0,13964.17,NA,2011,13964.17,FALSE,FALSE,Other/Unknown,TRUE
20090125,20090125001,"Marion,Shane",Fueland 203,Fueland 203,Yes,"Letterle & Associates Inc,",2017-01-06,2023-04-24,Competitively Bid,2015-10-14,Bid to Result,Fixed Price,522935.74,4236.45,514683.5,Final milestone invoice processed  4/24/2023 11:01:53 AM (dbollana),2017,527172.19,TRUE,FALSE,Bid-to-Result,TRUE
20090139,20090139001,"Mackewicz,Bonnie",Soissons Svc Sta,Soissons Svc Sta,No,"In-Site Group, Inc.,",2014-12-31,2017-02-27,Sole Source,NA,NA,Fixed Price,276074.41,26836.9,286230.07,Invoice for final milestone processed  2/27/2017 09:46:22 AM (dcassel),2014,302911.31,FALSE,FALSE,Other/Unknown,FALSE
20090141,20090141001,"Condran,Patricia",Art's Servicenter,ARTS SVC CTR,No,"MEA, Inc.,",2013-01-24,2013-04-09,Competitively Bid,2011-01-31,Defined Scope of Work,Fixed Price,76248.91,1620,60712.83,NA,2013,77868.91,FALSE,TRUE,Scope of Work,FALSE
20090149,20090149001,"Aubel,Tracy",Kwik Fill M 147,KWIK FILL M 147,Yes,"Letterle & Associates Inc,",2014-03-25,2015-12-28,Sole Source,NA,NA,Fixed Price,217281.86,0,66392.83,NA,2014,217281.86,FALSE,FALSE,Other/Unknown,TRUE
20090155,20090155001,"Crabb,Linda",Jessys Gas Sta & Food Mart,Fill and Fly of Gouldsboro LLC,No,"Austin James Associates,",2010-06-08,2014-07-23,Sole Source,NA,NA,Time and Material,939640,0,879640,For offsite remediation only.  O&&M no longer warranted.  Contract closed,2010,939640,FALSE,FALSE,Other/Unknown,FALSE
20090156,20090156001,"Headdings,Kyle",Mckeesport Svc Ctr,McKeesport Svc Ctr,No,"Letterle & Associates Inc,",2013-12-09,2017-03-23,Competitively Bid,2011-04-19,Defined Scope of Work,Fixed Price,39858.5,121912.2,146430.25,NA,2013,161770.7,FALSE,TRUE,Scope of Work,FALSE
20090156,20090156002,"Headdings,Kyle",Mckeesport Svc Ctr,McKeesport Svc Ctr,Yes,"Letterle & Associates Inc,",2017-07-12,NA,Sole Source,NA,NA,Fixed Price,643688.41,82051.45,605506.61,"RA is in draft format.
5/15/2017 12:19:53 PM (dcassel)

Per J Ferro 10/11/16 Status Report, Letterle is preparing a sole source proposal to implement the RAP (after it is approved)  and bring the site to closure.  10/19/2016 09:10:26 AM (dcassel)",2017,725739.86,FALSE,FALSE,Other/Unknown,TRUE
20090159,20090159001,"Goodyear,Jennifer",Beverly Murdoch,Beverly Murdoch,Yes,"Mountain Research LLC,",2015-11-11,2019-03-20,Sole Source,NA,NA,Fixed Price,117867.64,0,113366.64,Final milestone invoice processed  3/20/2019 11:17:51 AM (dbollana),2015,117867.64,FALSE,FALSE,Other/Unknown,TRUE
20090164,20090164001,"Smith,Bethany",Lovedale Sunoco,LOVEDALE VALERO,No,"Letterle & Associates Inc,",2011-01-25,2011-08-22,Competitively Bid,2010-05-17,Defined Scope of Work,Fixed Price,33458.4,0,31384.4,NA,2011,33458.4,FALSE,TRUE,Scope of Work,FALSE
20090168,20090168002,"Aubel,Tracy",BP Oil 07315,BP OIL 07315,Yes,"Letterle & Associates Inc,",2013-03-21,2015-10-23,Sole Source,NA,NA,Fixed Price,88326.4,0,54198.19,NA,2013,88326.4,FALSE,FALSE,Other/Unknown,TRUE
20090171,20090171001,"Aubel,Tracy",7 Eleven 28214,7 Eleven 28214,No,"AECOM Technical Services, Inc.,",2017-04-24,2025-04-14,Competitively Bid,2015-01-20,Defined Scope of Work,Fixed Price,226554,0,205725,NA,2017,226554,FALSE,TRUE,Scope of Work,FALSE
20100004,20100004001,"Aubel,Tracy",Sunoco Marietta Ave,Sunoco Marietta Ave,No,"Liberty Environmental, Inc.,",2011-12-08,2016-07-29,Competitively Bid,2010-09-21,Bid to Result,Time and Material,49826.86,0,55652.58,"If all optional milestones are required the contract price is $60,166.13.                                    10/19/12 Liberty purchase of AES assets and contract assignment.",2011,49826.86,TRUE,FALSE,Bid-to-Result,FALSE
20100010,20100010001,"Goodyear,Jennifer",Pine Run Market,PINE RUN MKT,Yes,"Letterle & Associates Inc,",2013-01-11,2017-09-27,Competitively Bid,2010-09-28,Bid to Result,Fixed Price,289947.23,0,274953.67,final milestone invoice processed  9/26/2017 02:56:41 PM (dcassel),2013,289947.23,TRUE,FALSE,Bid-to-Result,TRUE
20100015,20100015001,"Hawk,Gerald",Sheetz 31,SHEETZ 31,Yes,"Groundwater & Environmental Services, Inc.,",2011-09-16,2014-11-11,Competitively Bid,2011-01-31,Defined Scope of Work,Fixed Price,16889.45,5713.72,19175.47,NA,2011,22603.170000000002,FALSE,TRUE,Scope of Work,TRUE
20100017,20100017001,"Smith,Bethany",Indiana Site,INDIANA SITE,Yes,"DMS Environmental Services LLC,",2014-02-27,2018-11-30,Competitively Bid,2010-08-11,Bid to Result,Fixed Price,151181.68,0,148783.33,found through clean up reports that claim is closed; closed contract  11/30/2018 11:19:10 AM (dbollana),2014,151181.68,TRUE,FALSE,Bid-to-Result,TRUE
20100019,20100019001,"Melvin, CPCU,Linda M.",Turkey Hill 179,TURKEY HILL 179,Yes,"Liberty Environmental, Inc.,",2011-04-15,2012-06-04,Sole Source,NA,NA,Fixed Price,32810,0,32810,NA,2011,32810,FALSE,FALSE,Other/Unknown,TRUE
20100020,20100020001,"Hawk,Gerald",Kwik Fill M 108,Kwik Fill M 108,No,"Groundwater & Environmental Services, Inc.,",2011-10-13,2014-04-07,Competitively Bid,2010-11-04,Defined Scope of Work,Fixed Price,199048,16545,215603,NA,2011,215593,FALSE,TRUE,Scope of Work,FALSE
20100020,20100020002,"Hawk,Gerald",Kwik Fill M 108,Kwik Fill M 108,No,"Groundwater & Environmental Services, Inc.,",2014-08-08,2017-08-10,Sole Source,NA,NA,Fixed Price,113672.45,0,82246.45,The contract was only for system O&M; the system was shut down in July 2016. 8/10/2017 02:38:04 PM (dcassel),2014,113672.45,FALSE,FALSE,Other/Unknown,FALSE
20100036,20100036002,"Hawk,Gerald",Glassmere Truck Stop 251,GLASSMERE TRUCK STOP 251,Yes,"Letterle & Associates Inc,",2013-02-08,2017-11-09,Sole Source,NA,NA,Fixed Price,298598.36,68201,312159.77,"PRC is not necessary.  Claim is being closed.

11/9/2017 08:59:24 AM (dcassel)",2013,366799.36,FALSE,FALSE,Other/Unknown,TRUE
20100074,20100074001,"Smith,Bethany",Milk Transport Inc,MILK TRANSP,Yes,"In-Site Group, Inc.,",2013-05-10,2017-03-24,Competitively Bid,2012-03-16,Bid to Result,Fixed Price,266477.45,0,230884.32,"Based on correspondence dated 1/11/16 in the file, contract was terminated/no longer in effect due to death of claimant.

3/24/2017 04:53:32 PM (dcassel)",2013,266477.45,TRUE,FALSE,Bid-to-Result,TRUE
20100089,20100089001,"Mackewicz,Bonnie",Uncle Phils Gen Store,Uncle Phils Gen Store,No,"Mountain Research LLC,",2014-01-17,2016-05-10,Sole Source,NA,NA,Fixed Price,382600.39,0,332541.51,NA,2014,382600.39,FALSE,FALSE,Other/Unknown,FALSE
20100089,20100089002,"Mackewicz,Bonnie",Uncle Phils Gen Store,Uncle Phils Gen Store,Yes,"Mountain Research LLC,",2016-05-10,NA,Sole Source,NA,NA,Fixed Price,117616,0,69859.9,NA,2016,117616,FALSE,FALSE,Other/Unknown,TRUE
20100096,20100096001,"Hawk,Gerald",Edison Service Center,EDISON SVC CTR,Yes,"Core Environmental Services, Inc.,",2011-12-07,2017-06-21,Competitively Bid,2011-03-10,Defined Scope of Work,Fixed Price,27394,41741,69135,"If all optional milestones are completed total contract price is $28,734.00 plus per foot well installation cost.",2011,69135,FALSE,TRUE,Scope of Work,TRUE
20100100,20100100001,"Hawk,Gerald",Kwik Fill S 27,Kwik Fill S 27,No,"Letterle & Associates Inc,",2012-03-21,2015-09-29,Sole Source,2011-02-23,NA,Fixed Price,144155,50657,174381,"Amendment #1 brings total contract to $125,030.00 plus unit costs",2012,194812,FALSE,FALSE,Other/Unknown,FALSE
20100104,20100104002,"Marion,Shane",Ottos Service Station,OTTOS SVC STA,No,"Liberty Environmental, Inc.,",2011-07-08,2013-10-22,Competitively Bid,2010-10-25,Defined Scope of Work,Fixed Price,31522.93,0,31606.93,Contract was originally with Alternative Env Solutions but was transferred to Liberty when they purchased AES,2011,31522.93,FALSE,TRUE,Scope of Work,FALSE
20100109,20100109001,"Smith,Bethany",Avon Grove Citgo,Avon Grove Citgo,Yes,"Aquaterra Technologies Inc,",2020-07-21,NA,Competitively Bid,2018-07-23,Bid to Result,Fixed Price,648578.02,0,489261.84,NA,2020,648578.02,TRUE,FALSE,Bid-to-Result,TRUE
20100118,20100118001,"Hawk,Gerald",Kwik Fill S 171,Kwik Fill S 171,Yes,"Groundwater & Environmental Services, Inc.,",2012-05-15,2015-01-14,Competitively Bid,2011-01-03,Defined Scope of Work,Fixed Price,88802.7,6334.5,112607.12,Contract termination letter dated 10/17/14 from GES citing new conditions stated contract would be terminated with the completion of Milestone E7.  Milestone E7 reimbursement was authorized on 1/14/15  4/28/2016 03:24:24 PM (dcassel),2012,95137.2,FALSE,TRUE,Scope of Work,TRUE
20100128,20100128001,"Smith,Bethany",Solomons Mini Mart,Solomans Mini Mart,Yes,"Letterle & Associates Inc,",2014-09-04,2020-11-25,Competitively Bid,2013-06-14,Bid to Result,Fixed Price,575905.429999999,72066.41,518691.999999999,Mutually terminated per letter dated 11/25/20.  Claimant agreed to SSS closure.  12/8/2020 08:04:05 AM (dbollana),2014,647971.839999999,TRUE,FALSE,Bid-to-Result,TRUE
20100131,20100131001,"Bollana,Debra",Aspinwall Citgo,Aspinwall Sunoco,Yes,"Letterle & Associates Inc,",2015-05-18,2024-11-25,Competitively Bid,NA,Bid to Result,Fixed Price,200872.41,0,172966.87,mutually terminated due to new condition.  termination letter provided 12/9/2024 12:51:57 PM (dbollana),2015,200872.41,TRUE,FALSE,Bid-to-Result,TRUE
20100132,20100132001,"Smith,Bethany",Quik Serv,Quik Serv,Yes,"Sovereign Consulting Inc.,",2014-11-13,2020-08-19,Competitively Bid,2012-02-13,Bid to Result,Fixed Price,376481.05,-169702.25,167644.29,Mutually terminated via letter executed 8/19/20.  Contracted work plan no longer feasible; claimant agreed to SSS closure.  8/25/2020 12:16:03 PM (dbollana),2014,206778.8,TRUE,FALSE,Bid-to-Result,TRUE
20100140,20100140001,"Melvin, CPCU,Linda M.",Interstate Exxon,INTERSTATE EXXON,Yes,"MEA, Inc.,",2013-02-11,2017-01-10,Sole Source,NA,NA,Fixed Price,229493.64,0,197830.04,NA,2013,229493.64,FALSE,FALSE,Other/Unknown,TRUE
20100148,20100148002,"Hawk,Gerald",Kwik Fill S-62,KWIK FILL S62,No,"EnviroTrac, LTD,",2013-07-15,2016-05-20,Sole Source,NA,NA,Fixed Price,215597.22,0,162124.22,NA,2013,215597.22,FALSE,FALSE,Other/Unknown,FALSE
20100151,20100151001,"Marion,Shane",Gibson Truck Auto Plaza,Gibson Travel Plaza,Yes,"MEA, Inc.,",2013-06-11,2022-09-30,Sole Source,NA,NA,Fixed Price,371046.1,34849.65,392521.15,Final milestone invoice processed.  Contract closed. 9/30/2022 03:48:22 PM (dbollana),2013,405895.75,FALSE,FALSE,Other/Unknown,TRUE
20110036,20110036001,"Mackewicz,Bonnie",Santiago Distributing,Santiago Distr,Yes,"Letterle & Associates Inc,",2013-04-15,NA,Competitively Bid,2011-03-25,Bid to Result,Fixed Price,450897.82,527448.45,886372.41,NA,2013,978346.27,TRUE,FALSE,Bid-to-Result,TRUE
20110067,20110067001,"Smith,Bethany",Country Corner,COUNTRY CORNER,Yes,"MEA, Inc.,",2012-09-19,2017-12-08,Sole Source,NA,NA,Fixed Price,283824.32,46800,231984.98,final milestone invoice recommended for payment  12/7/2017 12:56:52 PM (dcassel),2012,330624.32,FALSE,FALSE,Other/Unknown,TRUE
20110073,20110073001,"Melvin, CPCU,Linda M.",Shaffers Service Station,SCHAFFERS SVC STA,Yes,"P. Joseph Lehman, Inc.,",2014-02-12,2015-12-28,Sole Source,NA,NA,Fixed Price,380808,-14743,307334,add cost adders if/when necessary,2014,366065,FALSE,FALSE,Other/Unknown,TRUE
20110082,20110082002,"Melvin, CPCU,Linda M.",Rosemergys Garage AKA Lockgren,Rosemergys Garage,Yes,"MEA, Inc.,",2019-06-07,NA,Competitively Bid,2018-07-05,Bid to Result,Fixed Price,451994.39,-200100.75,194514.65,"Per emails in investigation file, site work will be comp bid  6/29/2018 08:49:50 AM (dcassel)",2019,251893.64,TRUE,FALSE,Bid-to-Result,TRUE
20110084,20110084001,"Mackewicz,Bonnie",Hallman Chevrolet,HALLMAN CHEVROLET,No,"American Environmental Assoc Inc,",2013-04-08,2014-06-16,Sole Source,2011-07-15,NA,NA,40862.8,0,25816.4,NA,2013,40862.8,FALSE,FALSE,Other/Unknown,FALSE
20110101,20110101001,"Bollana,Debra",Golden Oil Collins Texaco,Golden Oil Collins Texaco,Yes,"Letterle & Associates Inc,",2017-02-14,2024-04-16,Competitively Bid,2011-11-28,Bid to Result,Fixed Price,457577.85,0,449363.69,Final invoice processed and contract closed. 4/16/2024 11:48:01 AM (dbollana),2017,457577.85,TRUE,FALSE,Bid-to-Result,TRUE
20110103,20110103001,"Smith,Bethany",Blahos Texaco Service,BLAHOS TEXACO SVC,Yes,"Letterle & Associates Inc,",2015-11-02,2016-08-12,Sole Source,NA,NA,Fixed Price,23259.12,0,22303.36,8/15/2016 04:59:48 PM (invadmin) Final milestone processed on 8/12/16.,2015,23259.12,FALSE,FALSE,Other/Unknown,TRUE
20110105,20110105001,"Mackewicz,Bonnie",Country Fair Store 38,Country Fair Store 38,Yes,"Groundwater & Environmental Services, Inc.,",2013-11-18,2020-12-02,Sole Source,NA,NA,Fixed Price,235655,36587,248447.35,New release.  Claim closed 4/20  12/2/2020 03:17:34 PM (dbollana),2013,272242,FALSE,FALSE,Other/Unknown,TRUE
20110107,20110107001,"Headdings,Kyle",BP Car Wash,BP Car Wash,Yes,"Monridge Environmental, LLC DBA JK Environmental Services, LLC,",2017-06-09,2023-01-25,Sole Source,NA,NA,Fixed Price,366976.27,30316,333168.37,JK was purchased by August Mack.  August Mack completed 2 milestones and then the claimant switched consultants to Aquaterra.  Aquaterra executed a new remediation agreement assuming all of the same terms and costs.  1/25/2023 09:14:39 AM (dbollana),2017,397292.27,FALSE,FALSE,Other/Unknown,TRUE
20110107,20110107003,"Headdings,Kyle",BP Car Wash,BP Car Wash,Yes,"Aquaterra Technologies Inc,",2022-12-09,NA,Sole Source,NA,NA,Fixed Price,67427.1,0,43324,Aquaterra executed a new contract assuming remaining milestones from a contract with JK Environmental which was bought out by another firm ending the contract  1/25/2023 09:20:38 AM (dbollana),2022,67427.1,FALSE,FALSE,Other/Unknown,TRUE
20110109,20110109001,"Mackewicz,Bonnie",Kwik Fill M 143,Kwik Fill M 143,No,"Environmental Remediation & Recovery, Inc.,",2017-04-21,2020-07-02,Sole Source,NA,NA,Fixed Price,206267.31,0,150519.22,"Draft RA provided by TPR for review on 3/30/17 4/7/2017 12:28:28 PM (dcassel)

Contract termination letter dated 6/29/20 received 7/2/20. (dbollana)",2017,206267.31,FALSE,FALSE,Other/Unknown,FALSE
20110112,20110112001,"Hawk,Gerald",V & M Keystone Svc,V & M KEYSTONE SVC,Yes,"Letterle & Associates Inc,",2013-06-18,2017-08-02,Competitively Bid,2011-11-03,Bid to Result,Fixed Price,90831.28,-2427.48,75512.96,8/2/2017 09:47:58 AM (invadmin) Final invoice for Milestone G paid on 7/25/17 cw,2013,88403.8,TRUE,FALSE,Bid-to-Result,TRUE
20110134,20110134001,"Condran,Patricia",Main Line Amoco,Main Line Citgo,Yes,"Monridge Environmental, LLC DBA JK Environmental Services, LLC,",2018-01-09,2020-04-06,Sole Source,NA,NA,Fixed Price,129057.43,0,116206.93,"Mutually terminated via letter dated 4/6/2020 due to new condition

4/10/2020 12:50:07 PM (dbollana)",2018,129057.43,FALSE,FALSE,Other/Unknown,TRUE
20110153,20110153002,"Marion,Shane",Cowdens Family Mkt,Cowdens Family Mkt,Yes,"Molesevich Environmental LLC,",2014-10-23,2019-05-15,Sole Source,NA,NA,Fixed Price,147000.8,0,145688.1,Final invoice processed/contract closed  5/14/2019 01:15:37 PM (dbollana),2014,147000.8,FALSE,FALSE,Other/Unknown,TRUE
20110168,20110168002,"Melvin, CPCU,Linda M.",Washington School,WASHINGTON SCH,Yes,"MEA, Inc.,",2013-05-03,2015-08-28,Sole Source,NA,NA,NA,113104.86,0,83041.28,NA,2013,113104.86,FALSE,FALSE,Other/Unknown,TRUE
20110170,20110170001,"Aubel,Tracy",Jack Frost Mountain Ski Area,Jack Frost Mountain Ski Area,Yes,"Liberty Environmental, Inc.,",2013-09-23,2019-07-25,Sole Source,NA,NA,Fixed Price,139190.3,0,139190.3,"Final invoice processed  7/24/2019 08:54:25 AM (dbollana)

Liberty Environmental acquired Hafer Environmental.  Remediation Agreement transferred to Liberty.  10/29/2015 09:08:56 AM (dcassel)",2013,139190.3,FALSE,FALSE,Other/Unknown,TRUE
20120026,20120026001,"Melvin, CPCU,Linda M.",PCR Realty,PCR Realty,No,"Pennsylvania Tectonics, Inc.,",2013-08-05,2015-09-11,Competitively Bid,2013-01-11,Defined Scope of Work,Fixed Price,58089.82,0,43282.82,NA,2013,58089.82,FALSE,TRUE,Scope of Work,FALSE
20120058,20120058001,"Headdings,Kyle",Devereux Brandywine Campus,Devereux Brandywine Campus,No,"Alpha Geological Services Inc.,",2015-09-03,2017-12-27,Competitively Bid,2014-05-20,Defined Scope of Work,Fixed Price,94942.6,0,94940.1,All milestones complete  12/27/2017 04:13:08 PM (dcassel),2015,94942.6,FALSE,TRUE,Scope of Work,FALSE
20120058,20120058002,"Headdings,Kyle",Devereux Brandywine Campus,Devereux Brandywine Campus,Yes,"Alpha Geological Services Inc.,",2019-05-21,NA,Sole Source,NA,NA,Fixed Price,442118.75,2601.5,412701.12,NA,2019,444720.25,FALSE,FALSE,Other/Unknown,TRUE
20120060,20120060001,"Ferro,James",Dacheux Svc Ctr,Dacheux Svc Ctr,No,"DMS Environmental Services LLC,",2014-09-02,2015-06-17,Sole Source,NA,NA,Fixed Price,64800,0,64800,NA,2014,64800,FALSE,FALSE,Other/Unknown,FALSE
20120061,20120061001,"Melvin, CPCU,Linda M.",Greensburg Catholic Cemetery,Greensburg Catholic Cemetary,No,"DMS Environmental Services LLC,",2022-06-26,2023-10-23,Competitively Bid,2021-10-07,Defined Scope of Work,Fixed Price,100339.8,9775,110114.8,Final invoice processed  10/23/2023 02:00:16 PM (dbollana),2022,110114.8,FALSE,TRUE,Scope of Work,FALSE
20120061,20120061002,"Melvin, CPCU,Linda M.",Greensburg Catholic Cemetery,Greensburg Catholic Cemetary,Yes,"DMS Environmental Services LLC,",2024-02-12,NA,Sole Source,NA,NA,Fixed Price,272565.91,0,230899.59,NA,2024,272565.91,FALSE,FALSE,Other/Unknown,TRUE
