facility_id,facility_name,client_id,client_name,region,tank_type,tank_seq,capacity_gallons,install_date,substance,component_code,component_desc,construction_desc,construction_comment,construction_detail,permit_status,tank_status,tank_age_years,install_year,is_single_wall,is_double_wall,is_fiberglass,wall_type,status_desc,is_underground
46-22143,UPPER MORELAND SCH DIST BUS GARAGE,189315,UPPER MORELAND TWP SCH DIST,4100,UST,009,4000,1985-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1H,NA,STEEL W/FRP COATING (ACT 100 OR EQUIVALENT) (SINGLE WALL),APPR,R,40.07939767282683,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-22143,UPPER MORELAND SCH DIST BUS GARAGE,189315,UPPER MORELAND TWP SCH DIST,4100,UST,010,4000,1985-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1H,NA,STEEL W/FRP COATING (ACT 100 OR EQUIVALENT) (SINGLE WALL),APPR,R,40.07939767282683,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-22143,UPPER MORELAND SCH DIST BUS GARAGE,189315,UPPER MORELAND TWP SCH DIST,4100,UST,011,10000,1981-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,44.07939767282683,1981,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-22320,DILEOS AUTO SVC,269518,HTAS INC,4100,UST,007,300,1973-05-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,52.6652977412731,1973,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-22330,CLEMENS FOOD GROUP,95540,CLEMENS FOOD GROUP,4100,UST,002,10000,1980-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.57973990417522,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-22330,CLEMENS FOOD GROUP,95540,CLEMENS FOOD GROUP,4100,UST,003,10000,1980-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.57973990417522,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-22330,CLEMENS FOOD GROUP,95540,CLEMENS FOOD GROUP,4100,UST,001,15000,1980-06-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.57973990417522,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-22332,DEWANES GARAGE,86448,PA DCNR EVANSBURG STATE PARK,4100,UST,001,3000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-22332,DEWANES GARAGE,86448,PA DCNR EVANSBURG STATE PARK,4100,UST,002,3000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-22404,ACCURATE AUTOMOTIVE SERVICES,187089,ARRUS INC,4100,UST,001,2000,1947-01-01,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),NA,W,78.99520876112251,1947,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-22404,ACCURATE AUTOMOTIVE SERVICES,187089,ARRUS INC,4100,UST,002,2000,1947-01-01,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),NA,W,78.99520876112251,1947,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-22522,LOWER MERION BUS GARAGE,92737,LOWER MERION SCH DIST,4100,UST,001,1000,1950-12-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,P,75.08008213552361,1950,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
46-22658,AL & HARRYS TEXACO SVC,163570,COLANGELO & DOB MC AL & HARRYS TEXACO,4100,UST,004,550,NA,Used Motor Oil,1,TANK CONSTRUCTION,1C,NA,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-22973,PJ AUTO REPAIR,167928,RAYMOND JADCZAK,4100,UST,003,6000,1972-10-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,53.24572210814511,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-22973,PJ AUTO REPAIR,167928,RAYMOND JADCZAK,4100,UST,001,8000,1968-10-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,57.24572210814511,1968,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-22973,PJ AUTO REPAIR,167928,RAYMOND JADCZAK,4100,UST,002,8000,1968-10-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,57.24572210814511,1968,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-23938,REGAL OIL 7,182564,REGAL OIL 7,4100,UST,001,4000,1973-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,52.993839835728956,1973,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-23938,REGAL OIL 7,182564,REGAL OIL 7,4100,UST,002,4000,1976-09-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,49.327857631759066,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-23938,REGAL OIL 7,182564,REGAL OIL 7,4100,UST,003,4000,1976-09-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,49.327857631759066,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-23938,REGAL OIL 7,182564,REGAL OIL 7,4100,UST,004,4000,1976-09-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,49.327857631759066,1976,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-24044,EMBODYS SUNOCO,188461,EMBODYS SUNOCO,4100,UST,005,190,1985-04-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,40.747433264887064,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-24607,DON ROSEN BMW,171702,KIRSCH ENTERPRISES,4100,UST,002,550,NA,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-24831,CUSTERS GARAGE,171019,CUSTERS GARAGE INC,4100,UST,001,8000,1990-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,35.99452429842574,1990,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-26657,STANBRIDGE GULF,187913,VISINTINE AUTO & TRUCK INC,4100,UST,001,1000,1988-10-01,Used Oil (all forms),1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,37.24572210814511,1988,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-26657,STANBRIDGE GULF,187913,VISINTINE AUTO & TRUCK INC,4100,UST,002,10000,1988-10-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,37.24572210814511,1988,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-26657,STANBRIDGE GULF,187913,VISINTINE AUTO & TRUCK INC,4100,UST,003,10000,1988-10-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,37.24572210814511,1988,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-26657,STANBRIDGE GULF,187913,VISINTINE AUTO & TRUCK INC,4100,UST,004,12000,1988-10-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,37.24572210814511,1988,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-26855,MONTGOMERY CNTY MAINT BLDG 0640,189304,PA DOT MAINT & OPR BUR,4100,UST,005,1500,1984-07-01,Used Oil (all forms),1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,41.497604380561256,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-26855,MONTGOMERY CNTY MAINT BLDG 0640,189304,PA DOT MAINT & OPR BUR,4100,UST,002,6000,1973-07-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,52.498288843258045,1973,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-26855,MONTGOMERY CNTY MAINT BLDG 0640,189304,PA DOT MAINT & OPR BUR,4100,UST,004,6000,1984-07-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,41.497604380561256,1984,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-26855,MONTGOMERY CNTY MAINT BLDG 0640,189304,PA DOT MAINT & OPR BUR,4100,UST,003,8000,1984-07-01,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,41.497604380561256,1984,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-26855,MONTGOMERY CNTY MAINT BLDG 0640,189304,PA DOT MAINT & OPR BUR,4100,UST,006,8000,1985-07-01,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,40.498288843258045,1985,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-28105,SCHRADERS AMOCO STA,188744,DAVID J SCHRADER,4100,UST,004,4000,1983-12-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,42.0807665982204,1983,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-28131,NORTH WALES WATER AUTH,41297,NORTH WALES WATER AUTH MONTGOMERY CNTY,4100,UST,001,4000,1988-09-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,37.327857631759066,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-28720,HALE PROD INC,63127,HALE PROD INC,4100,UST,001,1000,1981-06-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,44.580424366872,1981,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-28720,HALE PROD INC,63127,HALE PROD INC,4100,UST,002,1000,1981-06-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,44.580424366872,1981,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-29146,VALLEY FORGE GC,238002,REALEN VALLEY FORGE GREENES ASSOC,4100,UST,001,1000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-29706,WALTS TEXACO,188136,ZKF LLC,4100,UST,004,550,1988-04-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,37.74674880219028,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-29718,BELMONT AMOCO,40480,BP PROD NORTH AMER INC,4100,UST,013,550,1990-06-01,Used Oil (all forms),1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,35.58110882956879,1990,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-29718,BELMONT AMOCO,40480,BP PROD NORTH AMER INC,4100,UST,003,4000,1990-06-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,35.58110882956879,1990,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-29718,BELMONT AMOCO,40480,BP PROD NORTH AMER INC,4100,UST,004,4000,1990-06-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,35.58110882956879,1990,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-29718,BELMONT AMOCO,40480,BP PROD NORTH AMER INC,4100,UST,005,4000,1990-06-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,35.58110882956879,1990,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-29718,BELMONT AMOCO,40480,BP PROD NORTH AMER INC,4100,UST,006,4000,1990-06-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,W,35.58110882956879,1990,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-30028,BRYN MAWR GARAGE,87568,VERIZON PENNSYLVANIA LLC,4100,UST,005,10000,1990-10-01,Gasoline,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),APPR,R,35.24709103353867,1990,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30696,7 ELEVEN 40235,142881,7 ELEVEN INC,4100,UST,002,12000,1984-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,41.07871321013005,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30696,7 ELEVEN 40235,142881,7 ELEVEN INC,4100,UST,001,12000,1984-12-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,41.07871321013005,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30696,7 ELEVEN 40235,142881,7 ELEVEN INC,4100,UST,003,12000,1984-12-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,41.07871321013005,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30755,7 ELEVEN 40193,142881,7 ELEVEN INC,4100,UST,008,4000,NA,Unknown,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),WRR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30755,7 ELEVEN 40193,142881,7 ELEVEN INC,4100,UST,009,4000,NA,Unknown,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),WRR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30755,7 ELEVEN 40193,142881,7 ELEVEN INC,4100,UST,010,4000,NA,Unknown,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),WRR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30802,THEODORE C WILLS CO INC,170061,THEODORE C WILLS CO INC,4100,UST,003,1000,NA,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30802,THEODORE C WILLS CO INC,170061,THEODORE C WILLS CO INC,4100,UST,001,2000,NA,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-30802,THEODORE C WILLS CO INC,170061,THEODORE C WILLS CO INC,4100,UST,002,2000,NA,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-31062,HATFIELD TOWNSHIP,82853,HATFIELD TWP MONTGOMERY CNTY,4100,UST,005,1200,1970-01-01,Hazardous,1,TANK CONSTRUCTION,1J,NA,CONCRETE,NA,P,55.99452429842574,1970,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
46-31079,FED EXPRESS DISTR CTR,142324,FEDERAL EXPRESS CORPORATION,4100,UST,001,10000,1986-11-01,Gasoline,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,W,39.162217659137575,1986,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-31619,WESTOVER GC,188942,VRJ ASSOC,4100,UST,002,1000,1987-11-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,38.16290212183436,1987,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-31662,MAGNUS CONST,172358,MAGNUS CONST CO INC V,4100,UST,001,10000,1987-04-12,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,38.718685831622174,1987,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-31662,MAGNUS CONST,172358,MAGNUS CONST CO INC V,4100,UST,002,10000,1987-04-12,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,38.718685831622174,1987,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-32401,PEERLESS PAPER MILLS INC,38121,PEERLESS PAPER MILLS INC,4100,UST,001,10000,1988-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,R,37.07871321013005,1988,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-34173,NORRISTOWN MUNI STP,315560,NORRISTOWN MUNI WASTE AUTH MONTGOMERY CNTY,4100,UST,001,550,1989-08-04,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,36.40520191649555,1989,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-40122,HESTON S SWARTLEY SKIPPACK,117963,HESTON S SWARTLEY TRANSP CO INC,4100,UST,006,3000,1967-06-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,58.58179329226557,1967,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-40122,HESTON S SWARTLEY SKIPPACK,117963,HESTON S SWARTLEY TRANSP CO INC,4100,UST,005,3000,1969-06-01,Kerosene,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,56.580424366872,1969,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-40164,WASTE MGMT GILBERTSVILLE,62425,WASTE MGMT DSPL SVC OF PA INC,4100,UST,005,550,1990-05-01,Other (unlisted) Petroleum,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,W,35.66598220396988,1990,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-40232,LAKULISH RIDGE,367180,LAKULISH RIDGE LLC,4100,UST,003,8000,NA,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-40408,GLOBAL MONTELLO GROUP 3442,309168,NORRISTOWN PETRO LLC,4100,UST,004,10000,1996-04-29,Diesel Fuel,1,TANK CONSTRUCTION,1P,"Two anodes installed on 3/22/16; Per RO, tank lined 4/29/1996.",CATHODICALLY PROTECTED STEEL WITH LINER,WITHD,P,29.67008898015058,1996,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
46-40447,PLOTTS OIL INC,52318,PLOTTS OIL INC,4100,UST,001,1500,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-40475,ENTRANCE SYS,167443,ENTRANCE SYS INC,4100,UST,001,1000,1986-06-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,39.58110882956879,1986,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-40753,ROYERSFORD BORO MONTGOMERY CNTY,52361,ROYERSFORD BORO MONTGOMERY CNTY,4100,UST,001,1000,1980-02-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.91101984941821,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-40754,ROYERSFORD BORO GARAGE,52361,ROYERSFORD BORO MONTGOMERY CNTY,4100,UST,001,1000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-40765,SPRING FORD CC,36260,SPRINGFORD CC,4100,UST,002,500,1983-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,42.99520876112252,1983,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-40882,FREDERICK MENNONITE COMM,27905,FREDERICK MENNONITE COMM,4100,UST,002,1000,1971-03-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,54.83367556468173,1971,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-40898,SPRING HOUSE ESTATES,257948,ACTS RETIREMENT LIFE COMM INC,4100,UST,001,2000,1977-01-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,48.993839835728956,1977,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-40978,R & J AUTO MOBIL,189036,PETRO VENTURES INC,4100,UST,004,500,1986-01-01,Used Oil (all forms),1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,39.99452429842574,1986,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-40982,CHARLES LAUMAN & SON,188630,CHARLES LAUMAN & SON INC,4100,UST,001,1000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-40982,CHARLES LAUMAN & SON,188630,CHARLES LAUMAN & SON INC,4100,UST,002,1000,NA,Heating Oil,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,UR,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Under Review,TRUE
46-40982,CHARLES LAUMAN & SON,188630,CHARLES LAUMAN & SON INC,4100,UST,004,2000,NA,Heating Oil,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,UR,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Under Review,TRUE
46-41115,ADMIN BLDG,90120,CHELTENHAM TWP SCH DIST,4100,UST,002,4000,1977-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,48.498288843258045,1977,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41115,ADMIN BLDG,90120,CHELTENHAM TWP SCH DIST,4100,UST,003,4000,1977-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,48.498288843258045,1977,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41275,LUKOIL 69200,294639,LUKOIL NORTH AMER LLC,4100,UST,001,8000,1972-12-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-41275,LUKOIL 69200,294639,LUKOIL NORTH AMER LLC,4100,UST,002,8000,1972-12-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-41275,LUKOIL 69200,294639,LUKOIL NORTH AMER LLC,4100,UST,003,8000,1972-12-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-41444,LUKOIL 69725,294639,LUKOIL NORTH AMER LLC,4100,UST,001,5000,1965-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,60.993839835728956,1965,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41444,LUKOIL 69725,294639,LUKOIL NORTH AMER LLC,4100,UST,002,6000,1965-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,60.993839835728956,1965,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41444,LUKOIL 69725,294639,LUKOIL NORTH AMER LLC,4100,UST,003,10000,1965-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,60.993839835728956,1965,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41546,LUKOIL 69238,294639,LUKOIL NORTH AMER LLC,4100,UST,001,1000,1971-06-01,Used Oil (all forms),1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,54.58179329226557,1971,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
46-41579,KNAPPS SVC STA,381497,PURI HOLDINGS LLC,4100,UST,002,2000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41579,KNAPPS SVC STA,381497,PURI HOLDINGS LLC,4100,UST,003,2000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41579,KNAPPS SVC STA,381497,PURI HOLDINGS LLC,4100,UST,001,4000,NA,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41718,LAWNVIEW CEMETERY,52891,LAWNVIEW CEMETERY,4100,UST,001,1000,1968-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,57.9958932238193,1968,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
46-41739,MONTEFIORE CEMETERY,165229,MONTEFIORE CEMETERY CO,4100,UST,003,6000,1982-07-01,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,43.49897330595483,1982,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
