attributes_objectid,attributes_facility_id,attributes_facility_name,attributes_facility_address1,attributes_facility_address2,attributes_facility_city,attributes_facility_state,attributes_facility_zip,attributes_county_id,attributes_facility_county,attributes_municipality_id,attributes_facility_municipality,attributes_reg_expiration_date,attributes_tank_owner_id,attributes_tank_owner_name,attributes_tank_owner_address1,attributes_tank_owner_address2,attributes_tank_owner_city,attributes_tank_owner_state,attributes_tank_owner_zip,attributes_primary_facility_id,attributes_site_id,attributes_tank_information,.source,.downloaded_at
11842,33-98219,BFS BROOKVILLE,250 W MAIN ST,,BROOKVILLE,PA,15825-2528,2440,Jefferson,1342,Brookville Boro,1796342400000,163839,BRUCETON FARM SVC INC,116 Shannon Drive,,MORGANTOWN,WV,26505-3753,862602,861270,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=33-98219&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11843,51-04404,NATIONAL,PHILADELPHIA INTL AIRPORT,ARRIVALS RD,PHILADELPHIA,PA,19153,2458,Philadelphia,1975,Philadelphia City,1770163200000,272619,ENTERPRISE LEASING CO OF PHILA LLC,585 E SWEDESFORD RD STE 200,,WAYNE,PA,19087-1602,608013,515526,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-04404&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11844,39-98364,FOLEY LEHIGH VALLEY,10171 OLD ROUTE 22,,BREINIGSVILLE,PA,18031,2446,Lehigh,1565,Weisenberg Twp,1775260800000,341548,FOLEY INC,2975 GALLOWAY RD,,BENSALEM,PA,19020,871106,868574,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=39-98364&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11845,46-55547,WAWA FOOD MKT 8101,1008 BETHLEHEM PIKE,,MONTGOMERYVILLE,PA,18936,2453,Montgomery,1814,North Wales Boro,1770163200000,132506,WAWA INC,260 West Baltimore Pike,,WAWA,PA,19063,839242,840464,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-55547&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11846,09-55542,WAWA FOOD MKT 8107,3111 STATE RD,,CROYDON,PA,19021,2416,Bucks,454,Bristol Twp,1770163200000,132506,WAWA INC,260 West Baltimore Pike,,WAWA,PA,19063,839061,826687,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=09-55542&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11847,02-55549,SHEETZ 677,3109 WASHINGTON PIKE,,BRIDGEVILLE,PA,15017,2409,Allegheny,155,South Fayette Twp,1791072000000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,839268,840489,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-55549&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11848,17-98368,SNAPPYS 517,412 WALTON ST,,PHILIPSBURG,PA,16866-2532,2424,Clearfield,816,Chester Hill Boro,1785801600000,136708,JJ POWELL INC,PO BOX 30,,PHILIPSBURG,PA,16866-0030,871310,868748,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=17-98368&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11849,04-98371,Center TWP Water Filtration Plant,3000 Wagner Rd Ext S,,MONACA,PA,15061,2411,Beaver,229,Center Twp,1791072000000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,871359,868783,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=04-98371&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11850,05-98234,RUTTERS 85,2 RUTTERS DR,,BEDFORD,PA,15522,2412,Bedford,265,Bedford Twp,1780531200000,549,CHR CORP,2295 Susquehanna Trail,Suite C,YORK,PA,17404,863594,857650,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=05-98234&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11851,21-24890,HEARTLAND EXPRESS,201 CAROLINA WAY,,CARLISLE,PA,17013,2428,Cumberland,981,Middlesex Twp,1780531200000,217208,HEARTLAND EXPRESS INC,901 N KANSAS AVE,,NORTH LIBERTY,IA,52317-4725,589124,571677,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-24890&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11852,63-98377,SPECIALIZED PROFESSIONAL SVC,300 COMMERCIAL DR,,WASHINGTON,PA,15301-1383,2470,Washington,2336,Canton Twp,1791072000000,214178,SPECIALIZED PROFESSIONAL SVC INC,300 COMMERCIAL DR,,WASHINGTON,PA,15301-1383,871678,845753,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=63-98377&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11853,48-38961,KOCH 33 VOLKSWAGEN,191 COMMERCE PARK DR,,EASTON,PA,18045-2372,2455,Northampton,1893,Lower Nazareth Twp,1775260800000,381845,KOCH 33 VOLK LLC,191 COMMERCE PARK DR,,EASTON,PA,18045-2372,653829,638309,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=48-38961&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11854,40-50024,PRECISION ADHESIVES & CHEM,131 BROWN RD,,PITTSTON,PA,18640-3722,2447,Luzerne,1641,Yatesville Boro,1775260800000,370770,VILIMIA INC,131 BROWN RD,,PITTSTON,PA,18640-3722,600968,256947,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=40-50024&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11855,23-55562,ROYAL FARMS 195,2130 WEST CHESTER PIKE,,BROOMALL,PA,19008,2430,Delaware,1051,Marple Twp,1770163200000,249387,TWO FARMS INC,3611 ROLAND AVE,,BALTIMORE,MD,21211-2408,839768,840964,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-55562&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11856,23-46177,TRANSP OFC,925 MEETINGHOUSE RD,,UPPER CHICHESTER,PA,19061-3709,2430,Delaware,1073,Upper Chichester Twp,1770163200000,110876,CHICHESTER SCH DIST,PO BOX 2100,,BOOTHWYN,PA,19061-8100,591927,510777,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-46177&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11857,02-29664,COEN MKT 1247,5281 LIBRARY RD,,BETHEL PARK,PA,15102-2714,2409,Allegheny,45,Bethel Park Boro,1791072000000,130077,COEN MKT INC,1000 PHILADELPHIA ST,,CANONSBURG,PA,15317-1700,576393,561949,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-29664&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11858,02-34277,UNIVAR Synthomer Jefferson Hills,2200 STATE ROUTE 837,,JEFFERSON HILLS,PA,15025,2409,Allegheny,163,West Elizabeth Boro,1791072000000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,805421,811531,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-34277&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11859,15-31381,WEST GROVE SVC BLDG,225 WILLOW ST,,WEST GROVE,PA,19390-1115,2422,Chester,757,West Grove Boro,1801699200000,337938,PECO ENERGY CO,2301 MARKET ST,N3-3,PHILADELPHIA,PA,19103-1338,586236,508281,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-31381&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11860,01-98381,Royal Farms #420,1580 York Road,,GETTYSBURG,PA,17325,2408,Adams,30,Straban Twp,1780531200000,249387,TWO FARMS INC,3611 ROLAND AVE,,BALTIMORE,MD,21211-2408,871922,869279,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=01-98381&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11861,51-38532,401 N BROAD LESSEE LLC,401 N BROAD ST,,PHILADELPHIA,PA,19108,2458,Philadelphia,1975,Philadelphia City,1770163200000,316125,401 NORTH BROAD LESSEE LLC,401 N BROAD ST STE 210,,PHILADELPHIA,PA,19108-1004,628916,239947,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-38532&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11862,21-98308,PARX CASINO,250 S CONESTOGA DR,,SHIPPENSBURG,PA,17257-9016,2428,Cumberland,989,Shippensburg Twp,1780531200000,378498,GW CUMBERLAND OP CO,2999 STREET RD,,BENSALEM,PA,19020-2060,867931,692359,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-98308&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11863,54-03338,TOP STAR 117,1629 E GRAND AVE,,TOWER CITY,PA,17980-1315,2461,Schuylkill,2068,Porter Twp,1775260800000,32763,TOP STAR INC,14 E MAIN ST,,EMMAUS,PA,18049-4013,610679,588404,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=54-03338&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11864,02-98384,CMU - Cyert Hall,4910 Forbes Ave,,PITTSBURGH,PA,15213-3804,2409,Allegheny,35,Pittsburgh  City,1791072000000,81002,CARNEGIE MELLON UNIV,5000 FORBES AVE,"FMS Building, 3rd Floor",PITTSBURGH,PA,15213-3815,872960,870266,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-98384&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11865,45-98387,POCONO FARMS E WELL 4E TRMT BLDG,ROBERT DAVID DR,,TOBYHANNA,PA,18466,2452,Monroe,1784,Coolbaugh Twp,1775260800000,87712,PA AMER WATER CO,852 WESLEY DR,,MECHANICSBURG,PA,17055-4436,873025,870333,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=45-98387&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11866,65-21574,ARBCO IND,2040 BORLAND FARM RD,,EXPORT,PA,15632-2503,2472,Westmoreland,2447,Murrysville Boro,1791072000000,381690,COLSON GROUP HOLDINGS LLC,1815 S MEYERS RD,,OAKBROOK TERRACE,IL,60181-5225,614528,591517,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=65-21574&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11867,38-98388,Sheetz #811,2150 Cumberland Street,,LEBANON,PA,17042,2445,Lebanon,1531,North Cornwall Twp,1780531200000,36334,SHEETZ INC,5700 6TH AVE,,ALTOONA,PA,16602-1111,873098,870394,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=38-98388&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11868,54-98389,COMMONWEALTH ENV SVCS,99 COMMONWEALTH RD,,HEGINS,PA,17938,2461,Schuylkill,2045,Foster Twp,1775260800000,257713,PVS MINIBULK INC,10900 HARPER AVE,,DETROIT,MI,48213-3364,873178,461340,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=54-98389&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11869,19-70850,HESS MKT & RESTAURANT,2344 STATE ROUTE 487,,ORANGEVILLE,PA,17859-9100,2426,Columbia,908,Orange Twp,1722729600000,383636,SAI ORANGEVILLE REALTY LLC,6307 COLUMBIA BLVD,,BLOOMSBURG,PA,17815-8624,588373,255701,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=19-70850&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11870,65-20794,CARPENTER LATROBE SPECIALTY METALS,2626 LIGONIER ST,,LATROBE,PA,15650-3246,2472,Westmoreland,2417,Latrobe City,1791072000000,84247,LATROBE SPECIALTY METALS A CARPENTER CO,PO BOX 31,,LATROBE,PA,15650-0031,614518,236435,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=65-20794&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11871,10-98392,GetGo 3030,663 New Castle Road,,BUTLER,PA,16001,2417,Butler,536,Franklin Twp,1796342400000,387260,GETGO OPER LLC,700 CRANBERRY WOODS DR,Attn: Compliance Manager,CRANBERRY TOWNSHIP,PA,16066-5213,873330,870578,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=10-98392&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11872,52-98391,PA DOT PIKE CNTY MAINT GARAGE 01,291 STATE ROUTE 739,,BLOOMING GROVE TWP,PA,18428,2459,Pike,1976,Blooming Grove Twp,1775260800000,189304,PA DOT MAINT & OPR BUR,400 NORTH ST FL 6,,HARRISBURG,PA,17120-0206,873327,702935,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=52-98391&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11873,48-98394,Wawa Food Market# 8181,3608 Nazareth Pike,,BETHLEHEM,PA,18020,2455,Northampton,1882,Bethlehem Twp,1775260800000,132506,WAWA INC,260 West Baltimore Pike,,WAWA,PA,19063,873376,870624,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=48-98394&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11874,46-07105,GILBERTSVILLE R M,252 WILSON AVE,,GILBERTSVILLE,PA,19525,2453,Montgomery,1822,Douglass Twp,1801699200000,62856,NEW ENTERPRISE STONE & LIME CO INC,3912 BRUMBAUGH RD,,NEW ENTERPRISE,PA,16664-9137,603891,454471,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-07105&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11875,35-37921,PENSKE TRUCK LEASING,1240 MID VALLEY DR,,JESSUP,PA,18434-1823,2442,Lackawanna,1404,Jessup Boro,1775260800000,111535,PENSKE TRUCK LEASING CO LP,PO BOX 7635,,READING,PA,19603-7635,595624,576745,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=35-37921&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11876,40-98399,LUZERNE CNTY TRANSP AUTH,300 S PENNSYLVANIA AVE,,WILKES BARRE,PA,18701,2447,Luzerne,1567,Wilkes-Barre City,1775260800000,186164,LUZERNE CNTY TRANSP AUTH,315 NORTHAMPTON ST,,KINGSTON,PA,18704-5423,873486,870733,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=40-98399&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11877,51-20160,FAIRMOUNT PARK SITE 138,715 CHAMOUNIX DR,,PHILADELPHIA,PA,19131,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608390,586636,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-20160&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11878,61-30095,VERIZON NORTH 5330008A,1278 ELK ST,,FRANKLIN,PA,16323-1320,2468,Venango,2264,Franklin City,1796342400000,87568,VERIZON PENNSYLVANIA LLC,900 RACE ST,,PHILADELPHIA,PA,19107-2407,612887,590245,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=61-30095&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11879,15-98400,WESTTOWN SCH WELL,440 W SCHOOL LN,,WESTTOWN,PA,19395,2422,Chester,765,Westtown Twp,1770163200000,75053,WESTTOWN SCH,975 WESTTOWN RD,,WEST CHESTER,PA,19382-5700,873732,245296,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=15-98400&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11880,67-98401,IWM INTERNATIONAL LLC,829 LOUCKS MILL RD,,YORK,PA,17402-1950,2474,York,2503,Spring Garden Twp,1780531200000,257713,PVS MINIBULK INC,10900 HARPER AVE,,DETROIT,MI,48213-3364,873743,450454,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=67-98401&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11881,54-51266,LEHIGH VALLEY HOSP SCHUYLKILL,700 E NORWEGIAN ST,,POTTSVILLE,PA,17901-2710,2461,Schuylkill,2020,Pottsville City,1775260800000,289642,LEHIGH VALLEY HOSP SCHUYLKILL,316 MAUCH CHUNK ST,,POTTSVILLE,PA,17901-3614,611238,246582,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=54-51266&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11882,35-98403,JAYDIPO LLC,500 RUSHBROOK ST,,JERMYN,PA,18433-1518,2442,Lackawanna,1420,Mayfield Boro,1775260800000,380196,JAYDIPO LLC,2 TRINITY PL,,CLARKS SUMMIT,PA,18411-1216,873799,576484,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=35-98403&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11883,21-98402,DB360 Univar,6508 Brandy Lane,,MECHANICSBURG,PA,19061,2428,Cumberland,976,Hampden Twp,1780531200000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,873785,870992,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=21-98402&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11884,30-98405,EAST DUNKARD WATER AUTHORITY,2790 SOUTH 88 RD,,DILLNER,PA,15327-0241,2437,Greene,1233,Cumberland Twp,1791072000000,87712,PA AMER WATER CO,852 WESLEY DR,,MECHANICSBURG,PA,17055-4436,873837,248063,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=30-98405&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11885,51-36671,JUANITA KIDD STOUT CTR FOR CRIMINAL JUSTICE,1301 FILBERT ST,,PHILADELPHIA,PA,19107,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,608877,586967,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-36671&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11887,36-98408,WEAVERLAND VALLEY AUTH REGIONAL WWTP,280 CONESTOGA CREEK RD,,EAST EARL,PA,17519,2443,Lancaster,1456,East Earl Twp,1780531200000,333097,WEAVERLAND VLY AUTH,4610 DIVISION HWY,,EAST EARL,PA,17519-9200,873977,820498,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=36-98408&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11888,02-98407,Giant Eagle 9501,1775 S. Braddock Avenue,Unit 120,PITTSBURGH,PA,15218,2409,Allegheny,63,Swissvale Boro,1791072000000,125094,GIANT EAGLE INC,700 Cranberry Woods Dr,,CRANBERRY TWP,PA,16066,873973,871162,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-98407&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11889,23-36031,PHILA INTL AIRPORT,AIRFIELD,FIELD LIGHTING VAULT NO 3,LESTER,PA,19153,2430,Delaware,1088,Tinicum Twp,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,591254,573298,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=23-36031&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11891,32-19864,CORAL EXXON,6185 ROUTE 119 HWY N,,HOMER CITY,PA,15748,2439,Indiana,1313,Center Twp,1796342400000,190633,ACCENT FUELS INC,PO BOX 49,,HOMER CITY,PA,15748-0049,594520,575842,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=32-19864&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11892,48-98410,Pressure Bro Univar,916 Eastburn street,,BETHLEHEM,PA,18017,2455,Northampton,1543,Bethlehem City,1775260800000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,874138,871327,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=48-98410&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11893,40-97955,FALZONE TOWING SVC,271 N SHERMAN ST,,WILKES BARRE,PA,18702-5318,2447,Luzerne,1567,Wilkes-Barre City,1775260800000,270560,FALZONES TOWING SVC INC,271 N SHERMAN ST,,WILKES BARRE,PA,18702-5318,847962,848099,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=40-97955&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11894,11-98411,SMITH COAL & OIL ROY EVANS TRUCKING,280 OREO RD,,EBENSBURG,PA,15931,2418,Cambria,587,Cambria Twp,1791072000000,354537,EBS ENTERPRISES LLC,1030 SHAWNA RD,,NORTHERN CAMBRIA,PA,15714-8700,874180,871371,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=11-98411&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11895,51-98412,YARDS BREWING CO,500 SPRING GARDEN ST,,PHILADELPHIA,PA,19123-2833,2458,Philadelphia,1975,Philadelphia City,1770163200000,363298,YARDS BREWING CO LLC,500 SPRING GARDEN ST,,PHILADELPHIA,PA,19123-2833,874193,849749,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-98412&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11896,46-98413,Hydro Power Exterior Univar,3836 Ridge Pike,,COLLEGEVILLE,PA,19426,2453,Montgomery,1835,Lower Providence Twp,1801699200000,32864,UNIVAR SOLUTIONS USA LLC,3075 HIGHLAND PKWY STE 200,,DOWNERS GROVE,IL,60515-5560,874200,871384,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=46-98413&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11897,51-44543,HOLMESBURG PRISON POWER PLT,8215 TORRESDALE AVE,,PHILADELPHIA,PA,19102,2458,Philadelphia,1975,Philadelphia City,1770163200000,189302,PHILA CITY PHILA CNTY,215 CITY HALL,,PHILADELPHIA,PA,19107-3214,609881,587724,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=51-44543&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11898,02-98414,BIGS SANITATION,475 W NEWTON RD,,ELIZABETH,PA,15037-9512,2409,Allegheny,124,Elizabeth Twp,1791072000000,384705,BROOKLYN OIL CO LLC,PO BOX 112,,BEAVER,PA,15009-0112,874307,871487,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=02-98414&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11899,04-98415,SUNBELT RENTALS AMBRIDGE PC0629,699 11TH ST,,AMBRIDGE,PA,15003-2378,2411,Beaver,211,Ambridge Boro,1791072000000,329182,SUNBELT RENTALS INC,2341 DEERFIELD DR,,FORT MILL,SC,29715-8298,874341,871512,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=04-98415&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
11900,07-98417,RUTTERS 82,432 SABBATH REST RD,,ALTOONA,PA,16601,2414,Blair,383,Antis Twp,1780531200000,549,CHR CORP,2295 Susquehanna Trail,Suite C,YORK,PA,17404,874471,847176,http://cedatareporting.pa.gov/Reportserver/Pages/ReportViewer.aspx?/Public/DEP/Tanks/SSRS/TANKS&P_OTHER_ID=07-98417&P_ZIP=%,emappa_active,2025-12-31T20:10:20Z
